name,targets,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27
cycle_2020-09-17 12.10_66126.45,0,13.223892,579.40528,19.22058,2415.0,-2.347863956,0.0,0.0,-224.9398813,0.0,0.0,4.669563164,4.971063333,59.55762844,5.040443953,2.080473433,5832.031087,10.34403299,6.854001223,291.2714393,33.30025787,32.94151165,67.44369332,235.6954345,86.83962879,38.62975239,87.42325618,0.885057609
cycle_2020-09-17 13.53_66125.66,0,14.65971293,589.689273,24.23465,2436.0,19.62238107,11.20357158,0.240412259,595.9639395,3962.161747,0.097306556,4.628080089,5.084719115,63.6734016,5.156825231,2.187808558,5826.789849,11.14088396,7.239272577,286.6065932,22.63261053,14.770904,67.39235577,235.9223841,90.05219162,40.91083612,80.84420901,0.883431159
cycle_2020-09-17 16.19_66125.57,0,16.16929052,200.0553154,15.20933,276.9375,-10.05822986,0.0,0.0,-1988.813529,0.0,0.0,4.620114376,5.108830151,55.13383951,5.177888908,1.893009407,5802.168294,9.655312965,5.918834808,284.9257507,34.29485087,9.491657859,66.9238731,235.7698915,87.18465232,39.34797468,95.91366712,0.908863501
cycle_2020-09-17 16.38_66125.44,0,14.46076783,316.85939,17.10353,591.2813,-18.15193869,0.0,0.0,-1727.985505,0.0,0.0,4.647671301,5.18399486,52.47335301,5.25299216,1.792953985,5701.463451,9.266371522,6.008370663,274.879139,34.41038089,13.64394609,67.86146263,235.8754526,91.86988467,41.67322223,100.3210514,0.916182177
cycle_2020-09-17 17.12_66125.3,0,12.90476414,101.1597333,13.37084,160.7812,3.557486028,41.70218373,0.01603612,10.43087611,5804.049877,5.03e-05,4.671332355,5.085008922,50.96669093,5.152446494,1.715572622,6088.993346,8.715000782,5.318073193,276.5190769,40.27569899,34.83240808,68.31792545,235.6903041,85.54874289,37.36925684,112.9961833,0.941170407
cycle_2020-09-18 05.03.14_66123.34,0,13.62787577,1935.153767,28.2459,3318.656,13.52667216,28.14961807,0.167331778,55.986221,5527.199833,0.004454702,4.628437984,4.93987685,55.61557813,5.007349408,1.850480606,5850.554689,9.176806655,3.747764574,262.5405354,94.87993672,46.72571554,61.12783977,232.9849448,85.56701185,37.69778587,99.76635066,0.934682189
cycle_2020-09-18 05.53.53_66122.99,0,12.75482722,81.375,11.58806,80.71875,28.374467,0.0,0.0,449.3688411,4967.277723,0.081108916,4.647415092,4.980477434,50.813584,5.046919849,1.730342646,5713.96155,8.618246312,4.441410559,262.068871,63.45537858,47.22414738,60.90220866,233.6026229,86.99948187,39.41711594,104.0337635,0.920458058
cycle_2020-09-18 12.17.21_66122.47,0,18.22777057,180.6094071,19.16487,302.5313,27.70157968,12.68941918,0.707802567,259.8254957,5342.047768,0.362186627,4.633828162,6.458293243,122.7139367,6.561942298,3.764886391,6668.592655,24.29337093,14.82415523,280.9727302,56.87469394,37.21887395,45.00657649,236.132164,87.94081165,38.52918467,52.66672576,0.968345039
cycle_2020-09-18 13.01.04_66121.73,0,17.06477827,317.4375214,19.66628,876.0938,24.0747868,14.03939466,0.279080234,561.7357373,4131.130988,0.113060719,4.621814626,6.379896969,109.3166863,6.478580458,3.31202072,6604.805972,21.11032462,14.01559336,278.9299222,43.19533987,49.80827827,43.47440016,239.1184632,89.18585593,40.32853971,60.52688803,0.972848092
cycle_2020-09-18 13.28.33_66121.21,0,38.93284881,1784.906333,23.62182,2875.688,29.07882545,0.862103782,0.528853704,374.0143252,5481.286312,0.170197478,4.643909623,6.376161179,113.7954886,6.476251196,3.502448004,7299.939521,22.33168725,14.30956096,271.6162821,34.6260286,51.39653426,49.56099823,247.5678236,92.00450923,42.50797617,62.22417916,0.966491802
cycle_2020-09-18 13.51.04_66120.97,0,13.66259505,347.62795,15.87787,815.0625,29.9695141,4.170956114,0.597721855,285.9841261,6283.804654,0.145717201,4.633303355,6.654724442,112.232798,6.756587709,3.435452621,7318.43433,22.89242414,14.68654127,265.6345605,36.44588828,51.98703722,66.92392601,247.7252611,89.28681251,40.42967402,63.49481083,0.971976632
cycle_2020-09-18 15.57.06_66120.72,0,11.21817296,2546.486168,36.54697,6083.438,25.17493509,27.00689881,0.591714219,182.2365476,6521.706377,0.218180243,4.626907068,6.732871513,139.5457663,6.858046555,4.219879636,7752.999521,28.30642096,17.65078288,285.9469925,60.97323778,49.92342084,71.85364415,268.0143822,91.07161305,42.83520093,54.57490579,0.980838794
cycle_2020-09-18 16.46.22_66119.78,0,15.23984169,897.0703634,18.71918,2514.094,37.57806717,0.0,0.0,752.8653032,4558.71648,0.171713417,4.62537958,6.450862458,143.4935254,6.560849835,4.413670877,7357.450015,28.47300602,17.56223458,274.8951029,42.56062162,48.47110902,68.7450145,270.8792171,89.84700089,42.25635171,49.83446172,0.965374962
cycle_2020-09-18 17.17.21_66119.13,0,10.04859702,725.2463608,19.61057,2187.281,23.61472743,15.89487894,0.392904535,278.6168654,5353.159629,0.080750478,4.600368929,6.292981272,121.9994133,6.394851874,3.775993042,6594.779962,23.76238318,14.63199483,265.9930105,22.86609256,43.70804429,70.18828502,270.0024708,91.24364151,42.78368504,52.14100322,0.960604553
cycle_2020-09-20 00.17.43_66107.07,0,13.37909518,13.84090909,11.08666,83.34376,17.05385151,26.29836254,0.515528475,133.2157804,5110.405149,0.133191973,7.371407244,6.469564557,104.3896037,6.566979131,3.88264233,6157.90001,25.08129194,13.75774067,271.5314571,40.79983169,88.95281278,39.93599353,297.7690075,83.73760401,35.39358337,47.87495814,0.799260681
cycle_2020-09-20 02.06.49_66106.8,0,14.83501847,3.9375,14.31794,0.0,18.42809491,39.21058797,0.544331461,361.5411259,4925.40762,0.375964676,7.192989811,6.420460722,119.4291926,6.522742587,4.580730068,6717.07849,29.40959581,17.24981125,264.8304269,26.89577322,98.72928427,47.21580605,293.0581226,87.14664808,36.40835683,43.78054163,0.777487039
cycle_2020-09-20 03.06.44_66105.31,0,12.67245408,37.078125,11.7552,32.8125,13.15007339,36.08360539,0.091250991,342.539626,4997.726459,0.040336372,7.259639618,6.482619273,108.9521175,6.58166015,4.519874115,6904.659983,29.29676304,15.84950958,265.2448995,44.62146826,70.76078465,67.2430367,288.2234882,88.22603862,38.0027509,45.78842646,0.717965917
cycle_2020-09-20 16.33.46_66103.54,0,15.12902039,2451.193781,22.50758,3300.938,24.05729064,0.0,0.0,431.8651151,4388.119074,0.316720945,7.330673163,6.049996922,113.0699853,6.147663383,4.674363703,6319.579142,28.27909805,16.1452724,289.7199426,19.94018586,55.64135202,43.48677946,308.7672395,84.55791992,36.54951225,40.01793854,0.715598363
cycle_2020-09-20 16.48.25_66103.38,0,25.65058769,58.07812857,15.26504,336.6563,19.51051558,16.76853256,0.698721998,311.4348737,4692.142463,0.32949901,7.376578279,6.003548971,117.8963362,6.102592035,4.938090349,6187.866572,29.58941635,15.66700452,268.8851786,40.50633929,45.45721512,48.77849383,309.4053505,87.28664922,38.1605279,37.34737961,0.707678092
cycle_2020-09-20 17.58.36_66101.75,0,10.94945499,5.90625,17.10353,4.59375,21.10294718,9.378925574,0.690280181,269.4842268,4253.239679,0.252541315,7.33989334,5.356214659,113.9872165,5.448601836,4.888777356,5531.574927,26.18167876,14.60242373,294.3822631,26.57443681,53.3218013,46.32782734,310.792649,86.69443086,38.89972251,33.77026501,0.690851474
cycle_2020-09-20 18.53.19_66101.43,0,19.34518742,49.38280625,17.99492,252.6563,19.61197602,15.19555054,0.642396366,271.8377799,4231.33279,0.325021636,7.401295427,5.54678047,125.6084141,5.645714306,5.209464161,6213.850777,28.88693462,17.62411524,266.7085715,20.25272748,55.34143501,78.99461168,303.1406818,88.77618088,39.31296927,35.49679678,0.716814796
cycle_2020-09-20 19.56.07_66099.96,0,10.91608241,16.93125,15.32076,121.4063,15.67858154,21.62264182,0.163295079,273.3574161,4765.571204,0.028147097,7.382995533,5.953831772,109.2637267,6.049339098,4.407336877,6619.631463,26.24301389,15.52853495,268.0532963,18.13062426,50.18321266,98.55642803,295.256784,89.89207711,41.87185657,44.93969061,0.735594901
cycle_2020-09-20 20.23.11_66099.44,0,17.16543697,69.5625,13.09228,66.28125,17.14845078,7.134135841,0.217573354,322.5733173,4579.507411,0.033053662,12.00900733,5.96639374,105.5829606,6.060417144,4.282826667,6657.568924,25.55073895,14.06057143,266.683225,15.52808049,54.18058276,96.49522529,294.387819,90.65944676,43.03204606,46.31602163,0.731430706
cycle_2020-09-20 20.53.02_66099.39,0,19.02469484,16.078125,14.70793,16.40625,11.91150884,41.13548402,0.196720984,384.8036218,5085.931972,0.125984661,7.375468195,6.074241265,114.8653072,6.172435842,4.73262851,7148.923689,28.75947965,17.12082562,266.6485044,22.70824136,68.81232257,96.11927454,294.2268354,85.39063225,37.96016468,45.15258391,0.72122044
cycle_2020-09-20 23.34.23_66098.18,0,14.14821564,6.678308824,15.26504,88.59375,18.69300387,17.69435304,0.438433242,342.4876291,5384.633964,0.109210841,7.225110869,6.030699986,131.1441919,6.134781666,5.356442471,7163.217987,32.30495509,19.14474088,265.7914702,25.58950778,69.83913279,70.69562034,294.0482657,85.18531402,36.81468222,39.92806438,0.72549782
cycle_2020-09-21 00.31.10_66096.8,0,24.57290088,93.5156375,12.75801,316.3125,16.00697397,25.33989535,0.361929519,298.0069252,5176.48508,0.104855699,7.274285095,6.085910435,111.3579809,6.183135621,4.694153867,7296.498506,28.56129042,17.33595202,265.9966954,27.77886884,87.96784991,68.44095804,290.8559368,86.27799195,37.98096264,46.42616902,0.707313246
cycle_2020-09-21 00.56.06_66096.37,0,13.04322254,33.36513158,11.25379,500.7188,17.96666901,12.73242115,0.309429169,686.525916,4342.790768,0.185747329,7.296646772,6.107414861,113.3506808,6.205590475,4.652747134,7627.041777,28.41557344,17.89442577,270.7333115,38.74188527,52.23523014,84.40255968,294.507962,86.99890134,40.0815356,48.86803377,0.720904895
cycle_2020-09-21 02.15.37_66095.49,0,21.99390091,329.4375,16.71355,490.2187,14.89584877,28.99252657,0.188624212,236.7471564,6022.054437,0.019354429,7.25308299,5.982562704,114.6008616,6.080543591,4.396564143,7523.370646,26.30048259,15.89648673,265.4400329,38.82622746,45.7179968,84.41587287,295.2726724,75.4884394,31.01979727,51.73582368,0.78003415
cycle_2020-09-22 12.08.04_66067.77,0,14.64257198,2226.619907,30.08439,3586.406,21.68841177,13.0295955,0.64234157,476.3678759,4847.292792,0.520976892,5.722282819,7.227617657,125.7028933,7.346976857,4.512741346,7124.7814,32.62471827,19.78508733,317.1138863,40.78552133,49.0509259,38.8151601,295.8336146,87.91496913,42.35146552,46.8415637,0.821402521
cycle_2020-09-22 12.28.59_66067.62,0,20.74500018,944.3175264,15.9893,1963.5,23.91913353,13.25836709,0.669030232,442.9873409,4964.364977,0.363135111,5.789465889,7.338808325,137.2458147,7.452051796,4.821358866,7333.93676,35.41232067,21.3205344,282.0275716,42.4346316,51.69225617,42.73105301,296.5404561,87.78125866,41.50283478,45.25852474,0.84583059
cycle_2020-09-22 13.21.34_66066.43,0,13.18767943,930.0469054,11.7552,2212.219,11.70815274,43.84266852,0.454885638,194.0921622,5862.06233,0.234100458,5.803381718,7.400423768,121.2932458,7.509711474,4.453477555,7050.923794,32.94354832,19.52554673,311.3660181,32.81134333,53.39190897,52.78309781,297.3464914,89.13878364,44.76616308,47.00418053,0.805928853
cycle_2020-09-22 13.35.03_66066.3,0,9.78873584,2394.948898,23.90038,4217.719,18.58118857,34.56679914,0.567883807,338.1892932,5546.94148,0.442596455,5.789282067,7.804523296,125.7435441,7.915641676,4.527265975,7360.753668,35.31597381,21.54255452,285.2753621,44.01610158,57.89765324,69.87792544,294.9591077,88.97083469,42.62224336,48.34477503,0.825155704
cycle_2020-09-22 16.53.52_66064.65,0,13.92796013,1777.49321,19.38772,2898.656,23.68243949,17.19170987,0.697569218,330.3004511,5769.08867,0.496330338,5.771213129,7.838337777,135.4972842,7.952648235,4.735055336,7116.220294,37.10417678,21.67668239,286.0570281,50.22963623,45.60914963,65.88916432,294.3691093,88.95728482,41.9548701,44.69583658,0.848771685
cycle_2020-09-22 17.55.59_66062.86,0,13.7761658,3200.436168,34.03993,4833.281,22.58543592,16.91156275,0.68701486,303.0975863,5240.219795,0.431555469,5.814098253,7.239494817,123.1136446,7.347112021,4.661530097,6758.068704,33.72871673,19.84260527,290.5537271,43.26042989,51.27256607,66.09056343,293.8276286,89.27483625,42.64833075,43.22129817,0.785874431
cycle_2020-09-22 19.04.31_66061.07,0,13.53313235,491.367225,12.59088,764.5313,20.18160157,20.31568894,0.641534467,281.7325748,5202.292078,0.367589099,5.726122034,7.243042295,107.5816581,7.346385111,4.154418759,6666.460664,30.08299096,18.01073271,266.4606764,25.35363414,31.4239423,67.59090561,288.2079757,89.65927431,43.38601292,47.8706669,0.77131701
cycle_2020-09-22 20.16.30_66059.29,0,81.93111279,2551.310488,49.97352,731.7187,96.01419132,106.6117186,0.627724674,485.7310252,4413.912521,0.489679912,5.679390315,7.221205643,611.6936179,7.329122436,4.567635835,6741.542393,32.97890209,19.82053338,266.7360435,31.00979389,36.47092829,68.58751027,293.4665135,88.9566072,42.36680401,43.90623867,3.975109693
cycle_2020-09-22 21.53.42_66058.8,0,83.38124393,2358.67,114.4321,3535.219,120.3290083,55.76779052,0.748882565,613.8820885,4439.309825,0.679135912,5.725487577,7.542235684,670.1009681,7.655074581,5.032107466,7550.197907,37.94796404,22.99470085,275.102817,36.69485462,35.88845334,69.31426057,294.8709802,88.87199229,41.09171661,44.54916606,3.947541083
cycle_2020-09-22 22.48.52_66058.8,0,106.3098009,133.2460979,54.48618,834.7499,98.11638735,76.0006404,0.660545762,361.9786581,5300.234409,0.376110066,5.706438423,7.517677627,538.6388574,7.622345536,5.247346259,6252.820831,39.40373283,21.91295606,266.6154552,35.45696272,36.41131364,69.93017161,295.0563455,87.77613469,41.12947988,35.77728903,3.060280157
cycle_2020-09-22 23.09.06_66058.8,0,79.5430289,18.24375,55.0433,144.375,95.93612199,0.165268554,0.777101672,494.0467359,3624.456921,0.672344502,5.620073348,7.474355578,636.5692751,7.585180325,6.031851922,6585.025687,45.08052068,25.96564767,266.0626174,43.76206122,37.22813266,70.68554917,286.4021604,88.26950179,41.62798477,32.54161162,3.133949664
cycle_2020-09-22 23.57.55_66058.8,0,72.30057127,862.6406,53.26052,1086.094,70.27844734,100.3132099,0.515267677,324.291605,4019.018726,0.283106126,5.542418634,7.704113266,597.4750407,7.813476473,5.861994779,5981.82841,45.18819632,25.81248577,265.1902102,27.41745383,38.20071054,71.40287353,289.8589855,87.53735357,42.68523618,30.34380774,3.016522596
cycle_2020-09-23 02.19.27_66052.86,0,99.10780394,6.5625,64.34718,6.5625,41.81698616,201.8410496,0.216786753,223.0271968,4210.108056,0.133238067,5.696845934,7.734946766,571.0666595,7.843410598,5.086509979,5816.70078,39.33639544,22.28391513,266.1090779,10.68981332,31.98565501,69.50903595,295.5932194,56.05032122,17.40423853,34.21187311,3.328238394
cycle_2020-09-23 02.43.54_66052.23,0,87.80708312,30.18751,51.64487,194.25,106.2277196,36.64042345,0.778273136,424.7591456,3889.989155,0.645052213,5.659033153,7.755401972,690.4325267,7.870607742,5.794449412,6227.670395,44.95702843,25.11557934,265.7514709,25.78686583,18.87097606,52.69205573,291.9886154,89.19046704,42.03316562,31.98323221,3.531966577
cycle_2020-09-23 03.34.46_66050.45,0,70.96725185,535.30313,50.75348,1392.562,120.3489112,5.356914491,0.822347103,493.4811411,3948.30231,0.634212699,5.736079257,7.798899182,754.3434723,7.917868937,5.656181084,7022.187502,44.1261533,25.92299761,265.5970251,60.2311234,27.56441229,43.0355287,294.3120916,88.88361987,42.8631278,36.77815881,3.943651778
cycle_2020-09-23 04.50.58_66048.72,0,79.6949451,2301.744855,120.7833,3472.875,120.9119868,33.24716131,0.807841685,499.6619687,4202.626579,0.702097174,5.691627775,7.750777765,798.6648401,7.872050058,5.899455326,7166.745276,45.72995428,26.65769308,270.4664475,16.84522818,54.95022402,44.13614827,293.4129502,89.46429348,42.36983088,36.10723896,4.020868571
cycle_2020-09-23 05.41.05_66046.97,0,74.44229214,1015.219,48.85928,1197.656,67.93432398,191.0763239,0.298246435,421.3343072,4026.68439,0.209142602,5.624632778,7.782885991,707.9724618,7.898766638,5.41781437,6916.130787,42.15344976,24.40114885,265.7968787,17.87707869,28.50502083,45.18016628,292.7282032,89.21706881,40.85412668,37.95895327,3.879052671
cycle_2020-09-23 13.21.11_66045.48,0,87.54862745,2199.490136,122.6775,3174.937,115.2558704,33.64189397,0.797837111,537.3553341,3664.407781,0.621490728,5.768376248,7.861948767,706.4343907,7.97789401,5.350165136,7145.213725,41.98001822,24.71495209,295.0592485,32.07815791,38.3687707,42.85071853,294.888911,7.188328485,44.06097243,39.61811712,3.908981527
cycle_2020-09-23 14.47.35_66043.7,0,75.28932631,605.2713477,57.38319,1660.313,109.3619358,80.51711996,0.725937043,364.5051998,5367.958454,0.52828521,5.556310093,7.9250398,693.9983932,8.041818012,5.326895427,7448.286587,42.05480045,24.46723303,295.3003919,58.01084562,43.58052845,57.27179552,291.9550552,17.11494756,54.62137017,41.58939817,3.870058445
cycle_2020-09-23 15.19.41_66042.77,0,80.34698619,1517.42676,52.14628,3018.75,107.8994649,75.56442686,0.728767362,359.7715306,5172.353495,0.609120105,5.763818138,8.01536683,648.470655,8.129322232,4.949831786,7185.475593,39.6618128,23.6717976,274.9320521,31.5129541,40.79079861,67.46443994,292.8817465,23.09583017,60.66103337,43.23581966,3.8974034
cycle_2020-09-23 15.52.45_66041.91,0,71.87826979,1152.928748,66.7985,2563.969,97.16588689,102.2791315,0.713655406,275.4574675,5556.337804,0.38654357,5.822765554,7.885187797,650.4595596,7.998278199,5.160812252,7331.480963,40.6790606,24.47836356,283.5471361,47.67953082,43.49762113,65.3897759,293.8850496,26.97562391,65.95318227,42.10453958,3.730817064
cycle_2020-09-23 17.28.08_66040.16,0,68.94041676,2582.589914,146.0207,3685.5,106.1073796,54.91940389,0.766972549,479.1505584,4928.601695,0.60148752,5.85199335,7.857583471,577.6610252,7.966422607,4.791360941,7127.21601,37.66978433,21.91956916,286.0216616,44.78086032,51.88387047,74.39781452,293.735887,27.23279051,69.18282544,44.38131379,3.578354785
cycle_2020-09-23 18.31.06_66038.37,0,0.4011252,1244.645552,119.8362,4647.563,92.32113162,103.3191895,0.68058945,264.9671493,5400.216018,0.388908894,5.797151612,7.685287465,598.7999748,7.794886325,4.989230105,6958.58212,38.37234248,22.5540048,278.5188791,50.31632477,52.43555888,74.35673138,294.4925653,28.70099562,71.38876494,41.54359778,3.569217494
cycle_2020-09-23 19.29.32_66036.59,0,86.3040723,305.2383,53.98477,946.3125,72.02013084,117.750141,0.517524122,394.1793631,4469.812597,0.320358876,5.786828332,7.778734922,736.2267274,7.896275684,5.929570096,7382.851196,46.12650797,27.43210443,270.2605249,57.42692214,50.09028609,77.09852792,292.3660551,22.43617281,69.40298185,37.0141727,3.655392531
cycle_2020-09-23 20.17.33_66034.8,0,72.76736833,1003.07821,66.57565,2065.219,102.5108601,79.66970931,0.522207502,622.2655038,4688.703476,0.303350029,5.793091934,7.795588001,722.3788634,7.912430454,5.394218819,7732.178875,42.04552875,25.00816066,267.4019969,70.80875992,50.23151741,65.90087888,292.0651704,27.20780345,70.29005504,43.03220878,3.971352148
cycle_2020-09-23 21.11.37_66033.03,0,72.27545862,11.8125,60.16879,11.8125,48.75424925,222.3233112,0.131819495,212.8081275,5427.812355,0.026682865,5.799008541,7.865269076,740.3755069,7.982653826,5.448769494,7698.216583,42.86483444,25.7270915,268.3097963,76.77422129,52.0885772,52.82133071,292.6705164,29.76185612,71.74094285,42.27896043,3.993749001
cycle_2020-09-23 23.09.33_66031.3,0,81.73465927,2434.73239,106.521,4268.906,86.89699361,149.3962809,0.571470384,354.4214215,5715.639118,0.394083478,5.718666351,7.927576809,680.9312227,8.043037135,5.465605825,8069.592063,43.34170503,25.97807368,270.4157721,68.78716613,57.54605874,72.89478261,292.7057198,22.76752712,64.66386011,43.88403301,3.686173789
cycle_2020-09-24 00.02.43_66029.55,0,82.32518519,61.03125,47.35507,316.9688,88.79631581,103.0492209,0.643620812,337.9507721,5500.513109,0.358380617,5.738403624,7.89389585,665.6478095,8.00808747,5.767213756,7325.185678,45.52139196,26.40277561,271.0870178,77.24690121,66.91011696,78.11618531,291.5249187,27.90109133,67.86254943,37.76558216,3.41727505
cycle_2020-09-24 00.51.27_66027.77,0,69.84608548,626.7574324,46.1294,1793.531,58.21645677,164.4390218,0.479566088,325.6921972,5921.609095,0.286991859,5.840511495,7.476530978,615.6397751,7.585768671,5.687113647,7089.530404,42.50515372,24.97911669,266.2618936,64.78801464,115.1343469,65.44982324,290.8330601,31.2708536,71.51688688,38.21868543,3.212737969
cycle_2020-09-24 01.43.50_66025.99,0,84.95733853,126.9843813,50.30779,626.7188,65.34538893,145.8885125,0.519846946,294.5547729,4793.617203,0.360235259,5.763282963,7.501235823,582.5785131,7.60881882,5.687703506,6712.517353,42.65924643,25.36344154,270.9957076,61.62107322,125.2951721,54.95536153,291.7593808,33.59979044,74.63255327,35.17278504,3.035960785
cycle_2020-09-24 02.34.48_66024.21,0,77.80598991,8.53125,54.98759,59.0625,84.32862962,84.25761925,0.590486778,336.9946686,4849.964268,0.295058299,5.805736479,7.645342408,638.8052223,7.757060918,5.507781239,6670.477723,42.10021901,24.28735321,273.1521155,84.00934839,129.5420725,40.61680224,292.1483902,33.57897924,75.12596864,36.2346331,3.434037809
cycle_2020-09-24 03.59.10_66023.26,0,81.25100262,2227.527002,121.1732,3620.531,82.59600182,127.6452788,0.623922228,539.3666521,4139.094208,0.536262708,5.74278274,7.489727953,614.4965945,7.5994973,5.172406253,7221.077899,38.73265252,23.05142087,266.1854302,78.15030279,123.4604265,40.51080451,293.1174074,25.74309092,69.52831033,41.54396085,3.532937519
cycle_2020-09-24 04.30.16_66022.45,0,76.68350338,15.09375,47.68933,15.09375,106.5014216,51.12436517,0.776467589,531.7489024,4888.273071,0.666222391,5.770101366,7.87208317,744.6495855,7.990431514,5.794613198,8007.979501,45.61155334,27.54543131,266.2020498,46.7108459,109.4308254,66.15644155,290.103358,29.21585504,70.58581409,41.00651486,3.797350394
cycle_2020-09-24 05.19.28_66020.67,0,76.01706531,1069.523483,57.82889,3200.531,24.32077462,302.7878963,0.094349935,31.64187254,6594.657598,0.002645818,5.788362683,7.952479919,566.5968738,8.061646814,4.570004572,8225.600738,36.35034272,22.42648528,267.7217505,43.45363005,78.60031885,87.20651066,284.2052626,31.3371547,72.213391,53.62414698,3.675146135
cycle_2020-09-24 05.51.32_66020.12,0,64.90143437,18.375,47.18793,18.375,97.9821675,86.63875956,0.765396864,474.5377344,6009.293721,0.701227031,5.710863614,7.843062924,550.1563415,7.950394764,5.222296215,7255.12898,40.96255834,24.04899334,265.9235065,91.10633443,105.9457942,90.52393332,292.0325882,30.20525874,71.87081961,41.86146635,3.132284779
cycle_2020-09-24 06.29.56_66018.93,0,83.57961198,531.431305,47.80076,1342.031,103.6180739,9.229355517,0.764566504,472.8552739,4568.630497,0.583932149,5.784645824,6.795690605,746.9453748,6.911015963,6.120429232,7873.660323,41.32326325,24.87347608,267.6890345,76.82232245,87.13303489,60.81117698,292.7392925,21.5169449,68.79683276,38.3957439,3.614537995
cycle_2020-09-24 07.28.09_66017.15,0,61.69858092,2011.810187,88.52612,3219.563,87.23275345,81.91123134,0.614562824,425.5908207,4842.668921,0.445963892,5.706092077,7.799552709,609.8988823,7.910147518,5.200542306,7402.563031,40.48048541,23.89895757,287.0180747,19.85324251,39.58777405,70.06484444,293.1973218,27.8107934,69.41379298,42.30705406,3.480644985
